Human	Chimpanzee	Gorilla	Orangutan	Macaque	Mouse	Opossum	Platypus	Chicken
ENSG00000172461:2715	ENSPTRG00000018431:2824	ENSGGOG00000007080:2550	ENSPPYG00000016853:1080	ENSMMUG00000002598:2339	ENSMUSG00000055373:12232	ENSMODG00000023384:1127	ENSOANG00000008933:1077	ENSGALG00000015583:1080
ENSG00000079689:1482	ENSPTRG00000017788:1474	ENSGGOG00000000743:1476	ENSPPYG00000016290:831	ENSMMUG00000002574:1433	ENSMUSG00000021337:1412	ENSMODG00000011897:969	ENSOANG00000007563:825	ENSGALG00000013598:1185
ENSG00000080561:7391	ENSPTRG00000023571:2323	ENSGGOG00000013544:2318	ENSPPYG00000020615:2058	ENSMMUG00000005632:1809	ENSMUSG00000000266:6412	ENSMODG00000011644:2180	ENSOANG00000014706:1146	ENSGALG00000003860:2073
ENSG00000145388:2132	ENSPTRG00000016391:2132	ENSGGOG00000016449:1212	ENSPPYG00000015020:1407	ENSMMUG00000007292:2146	ENSMUSG00000028114:2777	ENSMODG00000018962:1188	ENSOANG00000003309:1314	ENSGALG00000012000:2696
ENSG00000016864:3171	ENSPTRG00000015010:1622	ENSGGOG00000011449:2104	ENSPPYG00000013799:1116	ENSMMUG00000012526:1671	ENSMUSG00000021916:1758	ENSMODG00000011221:1116	ENSOANG00000013435:1777	ENSGALG00000001642:1262
ENSG00000215203:991	ENSPTRG00000034129:987	ENSGGOG00000002884:991	ENSPPYG00000014700:693	ENSMMUG00000030349:873	ENSMUSG00000068082:1067	ENSMODG00000024820:882	ENSOANG00000010954:858	ENSGALG00000023032:885
ENSG00000139517:4625	ENSPTRG00000005733:4824	ENSGGOG00000016167:2445	ENSPPYG00000005237:2073	ENSMMUG00000011419:2073	ENSMUSG00000016520:4557	ENSMODG00000008989:2287	ENSOANG00000009060:2076	ENSGALG00000017096:2129
ENSG00000116574:4372	ENSPTRG00000002081:513	ENSGGOG00000007918:3556	ENSPPYG00000000130:777	ENSMMUG00000002924:3779	ENSMUSG00000039960:3371	ENSMODG00000008848:902	ENSOANG00000013725:537	ENSGALG00000011073:927
ENSG00000164654:3991	ENSPTRG00000018926:3316	ENSGGOG00000000652:3320	ENSPPYG00000017788:2765	ENSMMUG00000000853:3308	ENSMUSG00000042447:3698	ENSMODG00000017595:810	ENSOANG00000009841:2160	ENSGALG00000010699:2998
ENSG00000077380:3452	ENSPTRG00000023476:2606	ENSGGOG00000002696:2651	ENSPPYG00000012930:2564	ENSMMUG00000007301:2737	ENSMUSG00000027012:2837	ENSMODG00000008772:1944	ENSOANG00000008576:1983	ENSGALG00000009551:2764
ENSG00000012504:2262	ENSPTRG00000005345:2265	ENSGGOG00000008137:1837	ENSPPYG00000004867:1428	ENSMMUG00000003571:1941	ENSMUSG00000047638:2294	ENSMODG00000004996:1454	ENSOANG00000005583:1470	ENSGALG00000011594:1940
ENSG00000171766:2598	ENSPTRG00000007033:2598	ENSGGOG00000010939:2270	ENSPPYG00000006444:2348	ENSMMUG00000005856:2348	ENSMUSG00000027199:2389	ENSMODG00000017640:1287	ENSOANG00000006872:1320	ENSGALG00000023435:2090
ENSG00000158711:10937	ENSPTRG00000001902:3768	ENSGGOG00000004360:2646	ENSPPYG00000000302:1296	ENSMMUG00000001024:2403	ENSMUSG00000026436:4345	ENSMODG00000001817:1360	ENSOANG00000002147:1437	ENSGALG00000000701:1552
ENSG00000138821:5929	ENSPTRG00000016318:3142	ENSGGOG00000002889:3172	ENSPPYG00000014964:3224	ENSMMUG00000016880:3364	ENSMUSG00000053897:3456	ENSMODG00000020674:1405	ENSOANG00000001857:339	ENSGALG00000012298:1386
ENSG00000162618:3619	ENSPTRG00000000894:3641	ENSGGOG00000026803:1866	ENSPPYG00000001213:1561	ENSMMUG00000023345:2829	ENSMUSG00000039167:4106	ENSMODG00000000912:2097	ENSOANG00000014561:1770	ENSGALG00000008890:2333
ENSG00000163347:3481	ENSPTRG00000015738:3416	ENSGGOG00000013999:2273	ENSPPYG00000014402:636	ENSMMUG00000001915:1285	ENSMUSG00000022512:3247	ENSMODG00000015081:636	ENSOANG00000013798:678	ENSGALG00000007280:2485
ENSG00000179796:2860	ENSPTRG00000014702:1685	ENSGGOG00000008964:1685	ENSPPYG00000014058:780	ENSMMUG00000017417:2406	ENSMUSG00000045201:1543	ENSMODG00000023990:873	ENSOANG00000013894:765	ENSGALG00000011314:780
ENSG00000141404:6764	ENSPTRG00000009871:2610	ENSGGOG00000016040:1395	ENSPPYG00000008998:2701	ENSMMUG00000011466:2235	ENSMUSG00000024524:3221	ENSMODG00000021434:1140	ENSOANG00000010804:867	ENSGALG00000013785:1440
ENSG00000129270:2844	ENSPTRG00000009025:1590	ENSGGOG00000015617:1655	ENSPPYG00000008193:2536	ENSMMUG00000022229:2377	ENSMUSG00000020682:3774	ENSMODG00000019124:1461	ENSOANG00000014274:1029	ENSGALG00000002081:1407
ENSG00000154767:3718	ENSPTRG00000014649:3449	ENSGGOG00000009997:3718	ENSPPYG00000013401:3654	ENSMMUG00000023125:3637	ENSMUSG00000030094:3630	ENSMODG00000007289:2703	ENSOANG00000012272:2079	ENSGALG00000006357:3407
ENSG00000107651:5041	ENSPTRG00000003001:4240	ENSGGOG00000003921:4247	ENSPPYG00000002708:3057	ENSMMUG00000009561:5222	ENSMUSG00000055319:3417	ENSMODG00000008685:3309	ENSOANG00000001533:3152	ENSGALG00000009466:3575
ENSG00000109065:1873	ENSPTRG00000009617:1844	ENSGGOG00000003289:1857	ENSPPYG00000008604:624	ENSMMUG00000005738:1878	ENSMUSG00000015542:1231	ENSMODG00000006867:606	ENSOANG00000012585:660	ENSGALG00000007723:1210
ENSG00000089916:2587	ENSPTRG00000006565:2503	ENSGGOG00000005602:2466	ENSPPYG00000006011:2381	ENSMMUG00000008792:2380	ENSMUSG00000021254:3927	ENSMODG00000005608:1440	ENSOANG00000003866:675	ENSGALG00000010350:1464
ENSG00000114026:3597	ENSPTRG00000014593:2999	ENSGGOG00000014259:1968	ENSPPYG00000013681:2078	ENSMMUG00000006117:2420	ENSMUSG00000030271:1740	ENSMODG00000005099:1023	ENSOANG00000012086:1686	ENSGALG00000006651:925
ENSG00000109101:3436	ENSPTRG00000008920:2698	ENSGGOG00000009682:2697	ENSPPYG00000008096:1947	ENSMMUG00000021975:1947	ENSMUSG00000002057:3216	ENSMODG00000019251:1911	ENSOANG00000014185:1149	ENSGALG00000003654:2025
ENSG00000152779:4617	ENSPTRG00000002737:4630	ENSGGOG00000003986:4639	ENSPPYG00000002468:4607	ENSMMUG00000017535:1549	ENSMUSG00000009378:4051	ENSMODG00000007350:1469	ENSOANG00000001086:933	ENSGALG00000006421:1473
ENSG00000005108:6489	ENSPTRG00000018936:6471	ENSGGOG00000008011:3951	ENSPPYG00000017778:4785	ENSMMUG00000012694:4491	ENSMUSG00000032625:8021	ENSMODG00000014167:4503	ENSOANG00000006331:4887	ENSGALG00000010718:5234
ENSG00000153707:10776	ENSPTRG00000020773:9656	ENSGGOG00000016241:9485	ENSPPYG00000019220:6060	ENSMMUG00000006952:6472	ENSMUSG00000028399:12163	ENSMODG00000015192:5857	ENSOANG00000001492:6393	ENSGALG00000015058:5779
ENSG00000138081:5013	ENSPTRG00000011907:4023	ENSGGOG00000011606:3966	ENSPPYG00000012424:3725	ENSMMUG00000022843:4022	ENSMUSG00000005371:4019	ENSMODG00000001160:2581	ENSOANG00000009864:2207	ENSGALG00000008944:2787
ENSG00000112624:6841	ENSPTRG00000018174:6518	ENSGGOG00000017090:1719	ENSPPYG00000016618:3237	ENSMMUG00000029682:3826	ENSMUSG00000036568:3685	ENSMODG00000019030:3273	ENSOANG00000008462:3297	ENSGALG00000009911:3267
ENSG00000163635:7646	ENSPTRG00000015077:2820	ENSGGOG00000012900:6546	ENSPPYG00000013744:3874	ENSMMUG00000001508:1659	ENSMUSG00000021738:3611	ENSMODG00000025517:2741	ENSOANG00000011376:1947	ENSGALG00000007302:3356
ENSG00000091136:6720	ENSPTRG00000019587:5829	ENSGGOG00000010725:5844	ENSPPYG00000017907:5510	ENSMMUG00000006567:5525	ENSMUSG00000002900:5778	ENSMODG00000016246:5381	ENSOANG00000003187:2178	ENSGALG00000007905:5650
ENSG00000172673:4158	ENSPTRG00000018586:4028	ENSGGOG00000015774:1884	ENSPPYG00000016998:3719	ENSMMUG00000014652:2411	ENSMUSG00000049109:4059	ENSMODG00000017668:1758	ENSOANG00000015220:1759	ENSGALG00000014821:1686
ENSG00000162552:1924	ENSPTRG00000000313:1019	ENSGGOG00000022618:3713	ENSPPYG00000001754:2115	ENSMMUG00000006915:2155	ENSMUSG00000036856:4194	ENSMODG00000016082:996	ENSOANG00000009520:699	ENSGALG00000004790:1438
ENSG00000133657:8303	ENSPTRG00000015757:7318	ENSGGOG00000011475:7573	ENSPPYG00000014423:6856	ENSMMUG00000012032:4232	ENSMUSG00000022533:7220	ENSMODG00000019830:3943	ENSOANG00000015687:3735	ENSGALG00000007075:3672
ENSG00000128710:1816	ENSPTRG00000012667:1796	ENSGGOG00000001341:1132	ENSPPYG00000012958:1787	ENSMMUG00000023503:999	ENSMUSG00000050368:1847	ENSMODG00000009577:1023	ENSOANG00000008615:1580	ENSGALG00000009270:2282
ENSG00000081014:6682	ENSPTRG00000007072:6688	ENSGGOG00000011600:6588	ENSPPYG00000006473:6741	ENSMMUG00000015159:3426	ENSMUSG00000001998:7784	ENSMODG00000002130:3450	ENSOANG00000005395:2688	ENSGALG00000004776:4691
ENSG00000112893:5128	ENSPTRG00000017122:5126	ENSGGOG00000001547:5222	ENSPPYG00000015675:3435	ENSMMUG00000003316:6298	ENSMUSG00000024085:6078	ENSMODG00000001310:3901	ENSOANG00000011397:3525	ENSGALG00000000255:3333
ENSG00000197586:3190	ENSPTRG00000013338:2776	ENSGGOG00000014904:2666	ENSPPYG00000010783:2726	ENSMMUG00000011874:2779	ENSMUSG00000033068:2540	ENSMODG00000006375:1389	ENSOANG00000020092:222	ENSGALG00000008563:2616
ENSG00000079785:2978	ENSPTRG00000011670:2706	ENSGGOG00000012482:2706	ENSPPYG00000012638:2448	ENSMMUG00000023437:2715	ENSMUSG00000037149:2477	ENSMODG00000010275:2223	ENSOANG00000005450:1779	ENSGALG00000016461:2478
ENSG00000153879:3735	ENSPTRG00000010808:3744	ENSGGOG00000012138:3754	ENSPPYG00000009828:3550	ENSMMUG00000006127:1361	ENSMUSG00000056216:4935	ENSMODG00000023494:453	ENSOANG00000008143:453	ENSGALG00000004867:2348
ENSG00000132842:5787	ENSPTRG00000017015:3984	ENSGGOG00000001771:3981	ENSPPYG00000015580:3285	ENSMMUG00000001360:3168	ENSMUSG00000021686:3988	ENSMODG00000019733:3038	ENSOANG00000003100:3815	ENSGALG00000004390:3784
ENSG00000107165:3045	ENSPTRG00000020774:2805	ENSGGOG00000016261:2867	ENSPPYG00000019219:1611	ENSMMUG00000013288:2807	ENSMUSG00000005994:2813	ENSMODG00000015054:1614	ENSOANG00000004481:1676	ENSGALG00000015205:1833
ENSG00000136052:4130	ENSPTRG00000005380:2398	ENSGGOG00000008623:1719	ENSPPYG00000004896:1722	ENSMMUG00000017129:2412	ENSMUSG00000034591:5203	ENSMODG00000002104:1729	ENSOANG00000005544:1827	ENSGALG00000012697:3879
ENSG00000164683:2365	ENSPTRG00000020364:2305	ENSGGOG00000009960:2296	ENSPPYG00000018693:2252	ENSMMUG00000002740:1134	ENSMUSG00000040289:2203	ENSMODG00000006648:930	ENSOANG00000000812:797	ENSGALG00000015738:829
ENSG00000147535:2611	ENSPTRG00000020172:830	ENSGGOG00000026288:462	ENSPPYG00000018523:672	ENSMMUG00000019958:995	ENSMUSG00000031570:1539	ENSMODG00000010705:780	ENSOANG00000003254:830	ENSGALG00000003268:1186
ENSG00000089692:2016	ENSPTRG00000024384:1996	ENSGGOG00000003225:2071	ENSPPYG00000004201:1919	ENSMMUG00000013196:2531	ENSMUSG00000030124:2001	ENSMODG00000018136:1491	ENSOANG00000021519:888	ENSGALG00000014476:538
ENSG00000035720:1655	ENSPTRG00000016098:1509	ENSGGOG00000000321:1511	ENSPPYG00000014735:885	ENSMMUG00000009392:1506	ENSMUSG00000029254:1239	ENSMODG00000020737:717	ENSOANG00000003968:894	ENSGALG00000011684:885
ENSG00000092850:1509	ENSPTRG00000024371:1506	ENSGGOG00000003766:1508	ENSPPYG00000001549:1293	ENSMMUG00000012028:1816	ENSMUSG00000028845:1743	ENSMODG00000017883:1293	ENSOANG00000002075:1315	ENSGALG00000002319:1159
ENSG00000116005:5669	ENSPTRG00000012028:1515	ENSGGOG00000017129:1648	ENSPPYG00000012325:1518	ENSMMUG00000007959:1588	ENSMUSG00000029998:4291	ENSMODG00000011522:1455	ENSOANG00000003045:927	ENSGALG00000013878:1348
ENSG00000188706:4730	ENSPTRG00000022261:938	ENSGGOG00000015203:2845	ENSPPYG00000020708:2511	ENSMMUG00000020699:1403	ENSMUSG00000036985:3023	ENSMODG00000013228:1186	ENSOANG00000007237:1048	ENSGALG00000003962:1788
ENSG00000182901:2624	ENSPTRG00000002161:1594	ENSGGOG00000010969:1412	ENSPPYG00000000072:1365	ENSMMUG00000010729:2194	ENSMUSG00000026527:2153	ENSMODG00000007084:1600	ENSOANG00000010274:1585	ENSGALG00000010772:1823
ENSG00000128923:4991	ENSPTRG00000007120:5006	ENSGGOG00000000256:1566	ENSPPYG00000006514:1866	ENSMMUG00000018109:1891	ENSMUSG00000042444:8081	ENSMODG00000008761:1635	ENSOANG00000009150:651	ENSGALG00000004204:3404
ENSG00000136738:3076	ENSPTRG00000002333:2966	ENSGGOG00000000306:2970	ENSPPYG00000002126:1623	ENSMMUG00000001700:1497	ENSMUSG00000026718:4651	ENSMODG00000009719:1617	ENSOANG00000005711:1633	ENSGALG00000008654:1864
ENSG00000168246:3301	ENSPTRG00000017530:1115	ENSGGOG00000013913:1071	ENSPPYG00000016043:2876	ENSMMUG00000003151:1149	ENSMUSG00000044949:1012	ENSMODG00000006341:730	ENSOANG00000006605:405	ENSGALG00000002810:908
ENSG00000125633:6899	ENSPTRG00000012394:6816	ENSGGOG00000002922:6690	ENSPPYG00000012795:1896	ENSMMUG00000018505:2644	ENSMUSG00000026339:7724	ENSMODG00000000497:1821	ENSOANG00000012510:366	ENSGALG00000012129:3019
ENSG00000151353:2911	ENSPTRG00000011607:2207	ENSGGOG00000006230:432	ENSPPYG00000012692:1988	ENSMMUG00000022892:246	ENSMUSG00000043061:2953	ENSMODG00000014284:327	ENSOANG00000021301:493	ENSGALG00000016365:1109
ENSG00000108021:9866	ENSPTRG00000002258:8435	ENSGGOG00000025008:9913	ENSPPYG00000002061:7146	ENSMMUG00000013180:8014	ENSMUSG00000033799:8341	ENSMODG00000018504:7230	ENSOANG00000015462:7144	ENSGALG00000008171:7462
ENSG00000141325:2754	ENSPTRG00000009544:2649	ENSGGOG00000015429:2233	ENSPPYG00000008548:2448	ENSMMUG00000009459:2926	ENSMUSG00000018372:3042	ENSMODG00000003779:2560	ENSOANG00000008045:2573	ENSGALG00000003540:2619
ENSG00000131686:1718	ENSPTRG00000000111:1713	ENSGGOG00000007520:1065	ENSPPYG00000001919:1022	ENSMMUG00000019687:1022	ENSMUSG00000028972:1756	ENSMODG00000009390:798	ENSOANG00000013215:690	ENSGALG00000002390:1563
ENSG00000115828:2118	ENSPTRG00000011839:1702	ENSGGOG00000008616:1466	ENSPPYG00000012488:1083	ENSMMUG00000016442:1676	ENSMUSG00000024084:1924	ENSMODG00000008337:969	ENSOANG00000003941:963	ENSGALG00000010617:1542
ENSG00000163930:4046	ENSPTRG00000014997:3329	ENSGGOG00000015895:3737	ENSPPYG00000013809:2190	ENSMMUG00000016982:3492	ENSMUSG00000021901:3406	ENSMODG00000011521:2187	ENSOANG00000003247:2037	ENSGALG00000004366:3330
ENSG00000152359:2238	ENSPTRG00000016999:2158	ENSGGOG00000015106:1538	ENSPPYG00000015564:1641	ENSMMUG00000006146:1641	ENSMUSG00000021671:2280	ENSMODG00000002994:1416	ENSOANG00000015769:1439	ENSGALG00000014960:2036
ENSG00000132773:2389	ENSPTRG00000000672:2392	ENSGGOG00000003290:2394	ENSPPYG00000001414:1893	ENSMMUG00000020081:2374	ENSMUSG00000028688:2361	ENSMODG00000002430:1446	ENSOANG00000011797:1583	ENSGALG00000010228:1467
ENSG00000131748:2166	ENSPTRG00000009096:2082	ENSGGOG00000007102:2088	ENSPPYG00000008483:1993	ENSMMUG00000001343:2121	ENSMUSG00000018167:2070	ENSMODG00000012802:1341	ENSOANG00000009531:1178	ENSGALG00000014607:1440
ENSG00000155256:3076	ENSPTRG00000002818:3033	ENSGGOG00000024663:3052	ENSPPYG00000002540:3021	ENSMMUG00000015503:3054	ENSMUSG00000018820:5559	ENSMODG00000003907:1236	ENSOANG00000006007:1227	ENSGALG00000007531:1976
ENSG00000174343:2276	ENSPTRG00000016003:1562	ENSGGOG00000016532:1514	ENSPPYG00000015291:1440	ENSMMUG00000030358:1890	ENSMUSG00000029205:2052	ENSMODG00000020560:1443	ENSOANG00000005722:1365	ENSGALG00000014268:1455
ENSG00000129596:1846	ENSPTRG00000017153:1610	ENSGGOG00000016315:1616	ENSPPYG00000015698:1566	ENSMMUG00000015283:1602	ENSMUSG00000033022:1555	ENSMODG00000013657:603	ENSOANG00000011621:438	ENSGALG00000002358:1508
ENSG00000013583:1182	ENSPTRG00000004712:1101	ENSGGOG00000000902:1182	ENSPPYG00000004312:564	ENSMMUG00000017633:1122	ENSMUSG00000042770:1061	ENSMODG00000018218:492	ENSOANG00000002880:423	ENSGALG00000011798:2839
ENSG00000150773:1450	ENSPTRG00000004280:1241	ENSGGOG00000027588:1241	ENSPPYG00000003873:813	ENSMMUG00000019419:1058	ENSMUSG00000000167:1885	ENSMODG00000014401:945	ENSOANG00000021548:628	ENSGALG00000007885:1574
ENSG00000125827:6169	ENSPTRG00000013240:6137	ENSGGOG00000025408:5940	ENSPPYG00000010699:1050	ENSMMUG00000021137:2515	ENSMUSG00000034723:7784	ENSMODG00000004035:603	ENSOANG00000008415:966	ENSGALG00000008853:1332
ENSG00000100485:5304	ENSPTRG00000006328:3876	ENSGGOG00000015477:5133	ENSPPYG00000005799:3999	ENSMMUG00000007464:4086	ENSMUSG00000034801:5359	ENSMODG00000011821:3900	ENSOANG00000013979:4383	ENSGALG00000012273:3996
ENSG00000125450:2545	ENSPTRG00000009637:2309	ENSGGOG00000006439:2319	ENSPPYG00000008621:1971	ENSMMUG00000018018:1959	ENSMUSG00000020739:2236	ENSMODG00000007246:1971	ENSOANG00000008323:1856	ENSGALG00000007974:2169
ENSG00000072415:5356	ENSPTRG00000006460:5351	ENSGGOG00000011451:4476	ENSPPYG00000005919:2037	ENSMMUG00000021417:4886	ENSMUSG00000021112:5342	ENSMODG00000009886:2028	ENSOANG00000005411:2028	ENSGALG00000009581:2320
ENSG00000148143:11294	ENSPTRG00000021228:8262	ENSGGOG00000008882:8268	ENSPPYG00000019476:7389	ENSMMUG00000017151:8963	ENSMUSG00000060206:10702	ENSMODG00000014597:7335	ENSOANG00000004193:7669	ENSGALG00000015451:7233
ENSG00000173890:3103	ENSPTRG00000015613:1737	ENSGGOG00000001076:1745	ENSPPYG00000014286:1017	ENSMMUG00000022196:1682	ENSMUSG00000037661:2325	ENSMODG00000016088:1002	ENSOANG00000004101:1020	ENSGALG00000009374:1020
ENSG00000203797:2167	ENSPTRG00000018498:1707	ENSGGOG00000016346:1883	ENSPPYG00000016921:1110	ENSMMUG00000008185:1281	ENSMUSG00000063428:3133	ENSMODG00000017932:1029	ENSOANG00000003674:1026	ENSGALG00000015057:1073
ENSG00000069188:10948	ENSPTRG00000009600:6917	ENSGGOG00000011094:7196	ENSPPYG00000008591:6853	ENSMMUG00000019970:5820	ENSMUSG00000041592:11479	ENSMODG00000006665:6510	ENSOANG00000009565:6656	ENSGALG00000004464:5954
ENSG00000206560:6727	ENSPTRG00000030292:4561	ENSGGOG00000009548:6314	ENSPPYG00000014085:3261	ENSMMUG00000021288:3273	ENSMUSG00000014496:5229	ENSMODG00000014582:3609	ENSOANG00000006747:3417	ENSGALG00000011226:3682
ENSG00000163132:1926	ENSPTRG00000015871:1926	ENSGGOG00000009110:1576	ENSPPYG00000014597:1479	ENSMMUG00000002770:1575	ENSMUSG00000048450:1932	ENSMODG00000001535:945	ENSOANG00000012557:885	ENSGALG00000015013:1312
ENSG00000075914:1055	ENSPTRG00000014830:1025	ENSGGOG00000013497:1036	ENSPPYG00000013949:876	ENSMMUG00000019130:1640	ENSMUSG00000025785:1037	ENSMODG00000011261:887	ENSOANG00000006807:900	ENSGALG00000011886:1315
ENSG00000075461:3397	ENSPTRG00000034201:762	ENSGGOG00000016673:3170	ENSPPYG00000008561:762	ENSMMUG00000002957:762	ENSMUSG00000020723:3500	ENSMODG00000004057:987	ENSOANG00000008059:969	ENSGALG00000003903:1010
ENSG00000162909:3844	ENSPTRG00000002016:2995	ENSGGOG00000008027:2336	ENSPPYG00000000187:1980	ENSMMUG00000011142:3372	ENSMUSG00000026509:3183	ENSMODG00000005094:2752	ENSOANG00000001450:2118	ENSGALG00000009360:2678
ENSG00000088256:1597	ENSPTRG00000010254:882	ENSGGOG00000014995:1219	ENSPPYG00000009366:1074	ENSMMUG00000002961:1847	ENSMUSG00000034781:3414	ENSMODG00000019142:1080	ENSOANG00000003325:594	ENSGALG00000003238:1025
ENSG00000166415:7537	ENSPTRG00000007092:7295	ENSGGOG00000014391:2598	ENSPPYG00000006491:5849	ENSMMUG00000001242:6062	ENSMUSG00000044976:6166	ENSMODG00000001796:3444	ENSOANG00000013014:3229	ENSGALG00000004545:3138
ENSG00000205250:2100	ENSPTRG00000031180:1221	ENSGGOG00000011924:2108	ENSPPYG00000007445:1236	ENSMMUG00000020258:2117	ENSMUSG00000014859:1936	ENSMODG00000006150:1190	ENSOANG00000015198:687	ENSGALG00000001722:3187
ENSG00000160703:4463	ENSPTRG00000004374:2928	ENSGGOG00000003224:3744	ENSPPYG00000003959:2925	ENSMMUG00000012189:3744	ENSMUSG00000032109:3667	ENSMODG00000013249:2980	ENSOANG00000012215:2789	ENSGALG00000006779:4516
ENSG00000013375:4445	ENSPTRG00000018379:2028	ENSGGOG00000000454:2096	ENSPPYG00000016804:1988	ENSMMUG00000012589:2691	ENSMUSG00000056131:4567	ENSMODG00000018386:1710	ENSOANG00000001277:1854	ENSGALG00000015854:2096
ENSG00000044574:3908	ENSPTRG00000000563:2007	ENSGGOG00000026879:3536	ENSPPYG00000019609:2542	ENSMMUG00000005217:2007	ENSMUSG00000026864:2616	ENSMODG00000019764:1963	ENSOANG00000013291:1974	ENSGALG00000001000:2324
ENSG00000166897:8361	ENSPTRG00000014334:2376	ENSGGOG00000017070:8313	ENSPPYG00000011793:2241	ENSMMUG00000018859:2463	ENSMUSG00000043460:4846	ENSMODG00000000543:1404	ENSOANG00000013621:2364	ENSGALG00000012446:2409
ENSG00000139318:2818	ENSPTRG00000005282:2825	ENSGGOG00000027241:2824	ENSPPYG00000004817:2824	ENSMMUG00000006227:2769	ENSMUSG00000019960:2792	ENSMODG00000020516:1225	ENSOANG00000006638:759	ENSGALG00000011207:1304
ENSG00000148429:4912	ENSPTRG00000002286:4602	ENSGGOG00000015405:4438	ENSPPYG00000002085:2484	ENSMMUG00000006790:4293	ENSMUSG00000039046:7616	ENSMODG00000016766:2499	ENSOANG00000015430:2529	ENSGALG00000006706:2796
ENSG00000067248:4472	ENSPTRG00000016875:4463	ENSGGOG00000001862:3981	ENSPPYG00000015468:3327	ENSMMUG00000010376:4639	ENSMUSG00000042426:4411	ENSMODG00000019487:4104	ENSOANG00000004883:4216	ENSGALG00000014700:4601
ENSG00000116273:3681	ENSPTRG00000000092:3644	ENSGGOG00000006836:3260	ENSPPYG00000001936:903	ENSMMUG00000009537:2942	ENSMUSG00000047777:3205	ENSMODG00000005947:873	ENSOANG00000012991:1198	ENSGALG00000000633:971
ENSG00000167604:2042	ENSPTRG00000010874:2042	ENSGGOG00000015319:1925	ENSPPYG00000009887:1320	ENSMMUG00000019756:2060	ENSMUSG00000036931:2232	ENSMODG00000014055:1371	ENSOANG00000002747:963	ENSGALG00000006809:3582
ENSG00000147571:1409	ENSPTRG00000020304:1410	ENSGGOG00000009636:1407	ENSPPYG00000018636:600	ENSMMUG00000021587:1426	ENSMUSG00000049796:1240	ENSMODG00000024951:585	ENSOANG00000002306:495	ENSGALG00000015521:504
ENSG00000175556:4531	ENSPTRG00000022217:2605	ENSGGOG00000013667:2605	ENSPPYG00000020663:2280	ENSMMUG00000016431:2130	ENSMUSG00000016239:3067	ENSMODG00000010165:2142	ENSOANG00000011656:1415	ENSGALG00000008860:2177
ENSG00000188786:3360	ENSPTRG00000022932:7987	ENSGGOG00000007624:7984	ENSPPYG00000001521:2259	ENSMMUG00000023275:2561	ENSMUSG00000028890:7616	ENSMODG00000017745:2252	ENSOANG00000002047:2403	ENSGALG00000001639:2511
ENSG00000162878:2502	ENSPTRG00000011862:1873	ENSGGOG00000014054:1239	ENSPPYG00000012465:1671	ENSMMUG00000020074:864	ENSMUSG00000024247:2283	ENSMODG00000000320:1098	ENSOANG00000008590:1043	ENSGALG00000017393:1377
ENSG00000163909:3661	ENSPTRG00000000574:1054	ENSGGOG00000008268:3661	ENSPPYG00000001505:987	ENSMMUG00000018861:1053	ENSMUSG00000032744:4537	ENSMODG00000017653:777	ENSOANG00000010000:974	ENSGALG00000021593:975
ENSG00000007944:3033	ENSPTRG00000023743:3073	ENSGGOG00000013055:3076	ENSPPYG00000016252:1338	ENSMMUG00000015474:3080	ENSMUSG00000038175:3061	ENSMODG00000010806:1338	ENSOANG00000003448:1251	ENSGALG00000012704:2543
ENSG00000204764:3706	ENSPTRG00000028506:4439	ENSGGOG00000010374:1863	ENSPPYG00000016035:3267	ENSMMUG00000015840:3951	ENSMUSG00000040594:7520	ENSMODG00000006743:3279	ENSOANG00000007795:3048	ENSGALG00000002184:2038
ENSG00000133226:4013	ENSPTRG00000000349:3963	ENSGGOG00000005209:2779	ENSPPYG00000001716:2742	ENSMMUG00000006645:3964	ENSMUSG00000028809:4165	ENSMODG00000013861:2798	ENSOANG00000002202:2823	ENSGALG00000001283:4021
ENSG00000169032:2642	ENSPTRG00000007193:2175	ENSGGOG00000003687:2179	ENSPPYG00000006576:1188	ENSMMUG00000016840:2149	ENSMUSG00000004936:2436	ENSMODG00000009715:1182	ENSOANG00000009750:1176	ENSGALG00000007687:2061
ENSG00000176919:908	ENSPTRG00000021580:563	ENSGGOG00000004352:891	ENSPPYG00000019792:609	ENSMMUG00000032142:597	ENSMUSG00000015083:1342	ENSMODG00000017317:606	ENSOANG00000021710:816	ENSGALG00000024004:832
ENSG00000171365:10553	ENSPTRG00000021899:2148	ENSGGOG00000016419:9503	ENSPPYG00000020349:4034	ENSMMUG00000023056:3357	ENSMUSG00000004317:9019	ENSMODG00000011303:2283	ENSOANG00000001908:1937	ENSGALG00000007234:3084
ENSG00000135363:2417	ENSPTRG00000003491:1613	ENSGGOG00000024903:1180	ENSPPYG00000003368:477	ENSMMUG00000007633:477	ENSMUSG00000032698:2092	ENSMODG00000024489:291	ENSOANG00000007401:477	ENSGALG00000000351:995
ENSG00000129691:2890	ENSPTRG00000020167:2581	ENSGGOG00000005777:2521	ENSPPYG00000018519:1893	ENSMMUG00000013675:2500	ENSMUSG00000031575:3311	ENSMODG00000010761:1801	ENSOANG00000013100:1806	ENSGALG00000003233:2448
ENSG00000136883:2223	ENSPTRG00000021285:2090	ENSGGOG00000014204:2177	ENSPPYG00000019529:1848	ENSMMUG00000008561:2005	ENSMUSG00000028357:2250	ENSMODG00000003966:624	ENSOANG00000006934:2107	ENSGALG00000003571:1341
